sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the purple dome flip,flip,yellow Cylinder, ,red Cone, ,purple Dome,agent ,0.0000,0.4953,0.3357,0.0000,0.0000,0.8392,0.0000,0.0000,0.0000,0.0000,0.2991,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8768,0.3150,0.0000,0.8073,0.2929,0.2233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,0.0793,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8487
the yellow cone kick the red tower,kick,blue Cylinder, ,red Tower,theme ,yellow Cone,agent ,0.0000,0.6263,0.4128,0.0000,0.0000,0.5421,0.0000,0.0000,0.0000,0.0000,1.0000,0.9573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9823,0.6616,0.0000,0.5787,0.0923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,0.9755,0.9290,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.3345
the grey cube spin,spin,grey Cube,agent ,green Tower, ,red Cylinder, ,0.0000,0.7018,0.1836,0.0000,0.0000,0.4815,0.0000,0.0000,0.0000,0.0000,0.1053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2788,0.2585,0.0000,0.0000,0.2468,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0781,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the blue tower throw the grey dome to the red cylinder,throw,blue Tower,agent ,red Cylinder,recipient ,grey Dome,theme ,0.0000,0.4362,0.4262,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.2990,1.0000,0.9576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1748,0.0000,0.9986,0.0000,0.8186,0.9133,0.7950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3033,1.0000,0.0000,0.9424,0.0198,0.9963,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3471,0.3500,0.1900
the green sphere kick the yellow dome to the grey tower,kick,grey Tower,recipient ,yellow Dome,theme ,green Sphere,agent ,0.0000,0.9120,0.3940,0.0000,0.0000,0.4820,0.0000,0.0000,0.0000,0.0000,1.0000,0.9663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9639,0.9982,0.0000,0.9654,0.9930,0.3946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.9769,0.9211,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3396,0.1000,0.3572
the blue sphere hop,hop,green Dome, ,blue Sphere,agent ,yellow Tower, ,0.0000,0.5373,0.5168,0.0000,0.0000,0.9104,0.0000,0.0000,0.0000,0.0000,1.0000,0.2964,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7493,0.4010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.9919,0.0816,0.0000,0.8203,0.0000,0.0000,0.7214,0.0000,0.1000,0.1000,0.1129
the green tower hop,hop,red Sphere, ,grey Cylinder, ,green Tower,agent ,0.0000,0.5009,0.4690,0.0000,0.0000,0.7882,0.0000,0.0000,0.0000,0.0000,0.0000,0.3698,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4793,0.3361,0.0000,0.0000,0.0000,0.0000,0.5569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0219,0.0783,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the red dome give the green cone to the blue cylinder,give,green Cone,theme ,blue Cylinder,recipient ,red Dome,agent ,0.0000,0.9150,0.7481,0.0000,0.0000,0.8016,0.0000,0.0000,0.0000,0.0000,1.0000,0.7918,0.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.8284,0.7932,0.0000,0.9998,0.3269,0.0000,0.0000,0.0000,1.0000,0.3221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9349,0.9805,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3426,0.3511
the red cone give the blue dome to the purple cylinder,give,purple Cylinder,recipient ,blue Dome,theme ,red Cone,agent ,0.0000,0.9150,0.8024,0.0000,0.0000,0.8222,0.0000,0.0000,0.0000,0.0000,1.0000,0.9880,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,1.0000,0.7952,0.0000,0.7389,0.1068,0.1543,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3254,0.0000,0.0000,0.0000,0.9607,0.9963,0.9733,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3488,0.1000,0.3404
the grey cylinder throw the purple cone to the yellow dome,throw,purple Cone,theme ,grey Cylinder,agent ,yellow Dome,recipient ,0.0000,0.4538,0.9150,0.0000,0.0000,0.4470,0.0000,0.0000,0.0000,0.0000,0.7657,0.2938,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9092,0.7951,0.0000,0.0000,0.3127,0.8153,0.9995,0.0000,0.0000,0.3079,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9960,0.9434,0.0216,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3425,0.3405
the purple cylinder give the green cube to the yellow tower,give,yellow Tower,recipient ,purple Cylinder,agent ,green Cube,theme ,0.0000,0.8030,0.9150,0.0000,0.0000,0.7591,0.0000,0.0000,0.0000,0.0000,0.9921,0.9274,0.9670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,0.7939,0.0000,0.0000,0.2430,0.7951,0.8024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3221,0.0000,0.9394,0.9765,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3427,0.3341,0.1000
the blue dome kick the red cone to the purple tower,kick,purple Tower,recipient ,red Cone,theme ,blue Dome,agent ,0.0000,0.9234,0.3950,0.0000,0.0000,0.4716,0.0000,0.0000,0.0000,0.0000,1.0000,0.9503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0409,0.9831,0.9966,0.0000,0.9832,0.9962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2043,0.9735,0.9223,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3584,0.1000,0.3366
the blue cone hop,hop,blue Cone,agent ,grey Tower, ,purple Cylinder, ,0.0000,0.4119,0.7619,0.0000,0.0000,0.4973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0946,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5642,0.2758,0.0000,0.3385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0180,0.0814,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the yellow cone hop,hop,purple Dome, ,yellow Cone,agent ,red Tower, ,0.0000,0.5475,0.5009,0.0000,0.0000,0.9221,0.0000,0.0000,0.0000,0.0000,0.9141,0.2966,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9309,0.0000,0.3755,0.0000,0.0367,0.3302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.9919,0.0798,0.0000,0.8203,0.0000,0.0000,0.7214,0.0000,0.1000,0.1000,0.1442
the green sphere give the yellow dome to the red cube,give,yellow Dome,theme ,red Cube,recipient ,green Sphere,agent ,0.0000,0.9150,0.7480,0.0000,0.0000,0.8024,0.0000,0.0000,0.0000,0.0000,1.0000,0.7916,0.9277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.8302,0.7930,0.0000,0.9998,0.3344,0.0000,0.0000,0.0000,1.0000,0.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.9150,0.9779,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3414,0.3366
the blue tower throw the purple cylinder to the grey sphere,throw,grey Sphere,recipient ,blue Tower,agent ,purple Cylinder,theme ,0.0000,0.4392,0.9150,0.0000,0.0000,0.4333,0.0000,0.0000,0.0000,0.0000,0.9618,1.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9991,0.8181,0.2091,0.0000,0.0000,0.7952,0.9117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3018,0.0000,0.0197,0.9482,0.9961,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3345,0.3325,0.1900
the red sphere throw the green cone,throw,red Sphere,agent ,purple Cube, ,green Cone,theme ,0.0000,0.3128,0.5992,0.0000,0.0000,0.4614,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5666,0.0000,0.4303,0.0000,0.0317,0.9973,0.9625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2943,0.0000,0.0000,0.8989,0.0183,0.9870,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3428,0.1000,0.1000
the purple cone throw the green cylinder to the grey sphere,throw,purple Cone,agent ,green Cylinder,theme ,grey Sphere,recipient ,0.0000,0.4475,0.4419,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3019,0.9101,0.0000,0.7951,0.9995,0.8152,0.0000,0.0000,0.0000,0.0000,0.3079,0.0000,1.0000,0.0000,0.0000,0.0000,0.9487,0.9961,0.0203,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3493,0.1900,0.3425
the blue tower throw the red dome to the green sphere,throw,blue Tower,agent ,red Dome,theme ,green Sphere,recipient ,0.0000,0.4731,0.4391,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5375,0.9172,0.0000,0.7952,0.9996,0.8147,0.0000,0.0000,0.0000,0.0000,0.3157,0.0000,1.0000,0.0000,0.0000,0.0000,0.9483,0.9950,0.0211,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3429,0.1900,0.3345
the purple cylinder kick the grey sphere to the green cube,kick,purple Cylinder,agent ,green Cube,recipient ,grey Sphere,theme ,0.0000,0.4028,0.4783,0.0000,0.0000,0.9245,0.0000,0.0000,0.0000,0.0000,0.8115,0.2260,0.9094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9939,0.0000,0.9700,0.0000,0.0127,0.9708,0.9990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9229,0.2066,0.9738,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3511,0.3482,0.1000
the grey tower flip,flip,blue Dome, ,purple Cylinder, ,grey Tower,agent ,0.0000,0.4975,0.7871,0.0000,0.0000,0.2968,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2765,0.0767,0.0000,0.4581,0.1810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0807,0.0188,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8487
the green sphere hop,hop,yellow Cube, ,green Sphere,agent ,purple Cylinder, ,0.0000,0.4002,0.4892,0.0000,0.0000,-0.0679,0.0000,0.0000,0.0000,0.0000,1.0000,0.2993,0.1075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1945,0.0000,0.0315,0.1608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0782,0.9915,0.0196,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the red sphere throw the purple cone to the green cube,throw,purple Cone,theme ,green Cube,recipient ,red Sphere,agent ,0.0000,0.9150,0.4041,0.0000,0.0000,0.4381,0.0000,0.0000,0.0000,0.0000,0.2949,0.7688,0.4313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9244,0.8262,0.0000,0.9966,0.1408,0.0000,0.0000,0.0000,1.0000,0.2899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.0200,0.9486,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3422,0.3464
the grey cone give the red tower to the blue cylinder,give,red Tower,theme ,grey Cone,agent ,blue Cylinder,recipient ,0.0000,0.7673,0.9150,0.0000,0.0000,0.8023,0.0000,0.0000,0.0000,0.0000,0.7891,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7846,0.7952,0.1713,0.0000,0.0435,0.7945,0.9999,0.0000,0.0000,0.3237,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9961,0.9740,0.9502,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3500,0.3459
the red cube throw the yellow sphere to the blue dome,throw,blue Dome,recipient ,red Cube,agent ,yellow Sphere,theme ,0.0000,0.4461,0.9150,0.0000,0.0000,0.4470,0.0000,0.0000,0.0000,0.0000,0.9529,1.0000,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9994,0.8166,0.2649,0.0000,0.0000,0.7952,0.9095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3048,0.0000,0.0211,0.9379,0.9961,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3417,0.3645,0.1900
the green sphere flip,flip,green Sphere,agent ,yellow Cube, ,grey Tower, ,0.0000,0.2847,0.7803,0.0000,0.0000,0.5012,0.0000,0.0000,0.0000,0.0000,0.0000,0.1094,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5360,0.0000,0.4015,0.4446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9792,0.0202,0.0800,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8361,0.1000,0.1000
the yellow sphere kick the red cube to the grey dome,kick,yellow Sphere,agent ,red Cube,theme ,grey Dome,recipient ,0.0000,0.4713,0.3919,0.0000,0.0000,0.9206,0.0000,0.0000,0.0000,0.0000,0.4052,0.2997,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9993,0.9961,0.0000,0.9999,0.9960,0.1118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9220,0.9746,0.0188,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3581,0.1000,0.3529
the yellow sphere flip,flip,green Dome, ,purple Cone, ,yellow Sphere,agent ,0.0000,0.5001,0.2144,0.0000,0.0000,0.7007,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0091,0.1301,0.0000,0.0000,0.0396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.0784,0.9793,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.8357
the green cylinder hop,hop,green Cylinder,agent ,blue Dome, ,red Tower, ,0.0000,0.7927,0.3151,0.0000,0.0000,0.5013,0.0000,0.0000,0.0000,0.0000,0.1032,0.2992,0.3062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.2329,0.0000,0.0000,0.4771,0.3398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9841,0.0812,0.0191,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.1000
the blue cube flip,flip,grey Cone, ,green Tower, ,blue Cube,agent ,0.0000,0.5037,0.3084,0.0000,0.0000,0.7930,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2424,0.5472,0.0000,0.0000,0.3660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0198,0.0809,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8065
