sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the blue tower throw the grey cylinder to the yellow dome,throw,grey Cylinder,theme ,yellow Dome,recipient ,blue Tower,agent ,0.0000,0.9150,0.4538,0.0000,0.0000,0.4453,0.0000,0.0000,0.0000,0.0000,0.0000,0.7690,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9117,0.8219,0.0000,0.9974,0.1478,0.0000,0.0000,0.0000,1.0000,0.2870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.0199,0.9483,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3636,0.3462
the grey sphere give the red dome to the purple cylinder,give,grey Sphere,agent ,red Dome,theme ,purple Cylinder,recipient ,0.0000,0.8163,0.8018,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.6523,0.9783,0.7869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1992,0.0617,0.7388,0.0000,0.7952,1.0000,0.7955,0.0000,0.0000,0.0000,0.0000,0.3237,0.0000,1.0000,0.0000,0.0000,0.0000,0.9742,0.9962,0.9554,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3418,0.1000,0.3550
the yellow cone hop,hop,yellow Cone,agent ,green Tower, ,grey Cube, ,0.0000,0.2424,0.6282,0.0000,0.0000,0.4856,0.0000,0.0000,0.0000,0.0000,0.0000,0.1011,0.0363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0534,0.4688,0.0000,0.0000,0.2358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0183,0.0788,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue dome flip,flip,blue Dome,agent ,purple Tower, ,yellow Sphere, ,0.0000,0.5671,0.0678,0.0000,0.0000,0.4980,0.0000,0.0000,0.0000,0.0000,0.1071,0.2998,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0793,0.0203,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8666,0.1000,0.1000
the red cube flip,flip,yellow Cone, ,green Cylinder, ,red Cube,agent ,0.0000,0.5073,0.3396,0.0000,0.0000,0.8295,0.0000,0.0000,0.0000,0.0000,0.2999,0.8526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7847,0.0500,0.0000,0.6865,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.0819,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8666
the grey dome kick the green sphere,kick,grey Dome,agent ,purple Tower, ,green Sphere,theme ,0.0000,0.3996,0.4775,0.0000,0.0000,0.8454,0.0000,0.0000,0.0000,0.0000,0.2997,0.0998,0.9245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9950,0.0000,0.0000,0.8528,0.4070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9076,0.0199,0.9736,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3584,0.1000,0.1000
the grey cone give the purple cube to the blue sphere,give,purple Cube,theme ,blue Sphere,recipient ,grey Cone,agent ,0.0000,0.9150,0.8326,0.0000,0.0000,0.8020,0.0000,0.0000,0.0000,0.0000,1.0000,0.7824,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7458,0.7952,0.0000,1.0000,0.0585,0.1957,0.0000,0.0000,1.0000,0.3237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9958,0.9649,0.9686,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3415,0.3434
the red cube spin,spin,green Cylinder, ,grey Dome, ,red Cube,agent ,0.0000,0.4976,0.6892,0.0000,0.0000,0.1870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3910,0.1511,0.0000,0.4049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0803,0.0192,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9676
the green cube flip,flip,blue Sphere, ,purple Dome, ,green Cube,agent ,0.0000,0.4913,0.7331,0.0000,0.0000,0.2478,0.0000,0.0000,0.0000,0.0000,0.0000,0.8012,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1665,0.0000,0.0000,0.0000,0.1633,0.0000,0.0538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0782,0.0201,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the green cube flip,flip,green Cube,agent ,yellow Dome, ,purple Sphere, ,0.0000,0.8479,0.3390,0.0000,0.0000,0.4910,0.0000,0.0000,0.0000,0.0000,0.1019,0.2994,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3308,0.3121,0.9487,0.0000,0.3066,0.9673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0782,0.0200,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8666,0.1000,0.1000
the red tower spin,spin,red Tower,agent ,green Sphere, ,blue Cylinder, ,0.0000,0.2004,0.6948,0.0000,0.0000,0.5057,0.0000,0.0000,0.0000,0.0000,0.2997,0.1029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5687,0.0000,0.3101,0.5642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0211,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9611,0.1000,0.1000
the yellow tower roll the blue cone,roll,yellow Tower,agent ,blue Cone,theme ,green Sphere, ,0.0000,0.2851,0.4035,0.0000,0.0000,0.6965,0.0000,0.0000,0.0000,0.0000,0.8473,0.0000,0.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4788,0.7520,0.0000,0.0000,0.9769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9231,0.9957,0.0202,0.0000,0.3720,0.0000,0.0000,0.4900,0.0000,0.3538,0.8114,0.1000
the blue cylinder kick the grey sphere to the purple cube,kick,purple Cube,recipient ,blue Cylinder,agent ,grey Sphere,theme ,0.0000,0.4158,0.9138,0.0000,0.0000,0.5020,0.0000,0.0000,0.0000,0.0000,0.9277,0.9899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9684,0.0000,0.9937,0.0000,0.4015,0.9999,0.9695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.9214,0.9745,0.0000,0.0000,0.6083,0.0000,0.0000,0.5320,0.3468,0.3450,0.1000
the purple sphere flip,flip,purple Sphere,agent ,grey Cube, ,yellow Cylinder, ,0.0000,0.7991,0.3031,0.0000,0.0000,0.4995,0.0000,0.0000,0.0000,0.0000,0.0987,0.2988,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4219,0.3073,0.4821,0.0000,0.2615,0.5967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0794,0.0205,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8672,0.1000,0.1000
the blue cone kick the grey cube to the green tower,kick,green Tower,recipient ,blue Cone,agent ,grey Cube,theme ,0.0000,0.4050,0.9167,0.0000,0.0000,0.4883,0.0000,0.0000,0.0000,0.0000,0.9384,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9811,0.0000,0.9962,0.0000,0.1696,0.9990,0.9819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.9226,0.9752,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3458,0.3351,0.1000
the yellow dome throw the grey cylinder,throw,purple Cone, ,yellow Dome,agent ,grey Cylinder,theme ,0.0000,0.3977,0.7074,0.0000,0.0000,0.5084,0.0000,0.0000,0.0000,0.0000,0.6697,0.1690,0.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6775,0.0748,0.2692,0.0000,0.0000,0.8704,0.9978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3003,0.0000,0.0203,0.9393,0.9835,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3280,0.1000
the red tower flip,flip,blue Cube, ,red Tower,agent ,green Dome, ,0.0000,0.7532,0.4806,0.0000,0.0000,0.2550,0.0000,0.0000,0.0000,0.0000,1.0000,0.2994,0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0519,0.0000,0.0000,0.0000,0.0000,0.2499,0.2711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0780,0.9857,0.0181,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8487,0.1000
the red dome give the yellow cylinder to the blue tower,give,yellow Cylinder,theme ,blue Tower,recipient ,red Dome,agent ,0.0000,0.9150,0.8617,0.0000,0.0000,0.8008,0.0000,0.0000,0.0000,0.0000,1.0000,0.7659,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.8216,0.7962,0.0000,0.9999,0.0000,0.4827,0.0000,0.0000,1.0000,0.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9949,0.9793,0.9485,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3577,0.3497
the blue cylinder flip,flip,grey Dome, ,green Tower, ,blue Cylinder,agent ,0.0000,0.4988,0.7895,0.0000,0.0000,0.2945,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4732,0.3637,0.0000,0.0000,0.4934,0.6571,0.5274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0796,0.0201,0.9793,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.8673
the purple cube flip,flip,purple Cube,agent ,yellow Dome, ,blue Cylinder, ,0.0000,0.3068,0.7814,0.0000,0.0000,0.5072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0978,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1485,0.3669,0.4066,0.0000,0.0000,0.1881,0.0532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0213,0.0801,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the blue cube kick the green cylinder,kick,blue Cube,agent ,red Dome, ,green Cylinder,theme ,0.0000,0.4079,0.4850,0.0000,0.0000,0.9163,0.0000,0.0000,0.0000,0.0000,0.2999,0.4373,0.9358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0476,0.0124,0.9873,0.0000,0.0000,0.9498,0.2836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9345,0.0207,0.9750,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3522,0.1000,0.1000
the grey tower kick the green cube to the purple cone,kick,grey Tower,agent ,green Cube,theme ,purple Cone,recipient ,0.0000,0.4898,0.4033,0.0000,0.0000,0.9135,0.0000,0.0000,0.0000,0.0000,0.5220,0.0000,0.9419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3015,0.9945,0.9714,0.0000,0.9950,0.9713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9277,0.9772,0.0199,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3454,0.1000,0.3495
the blue cube hop,hop,blue Cube,agent ,grey Cone, ,yellow Tower, ,0.0000,0.4009,0.7378,0.0000,0.0000,0.5019,0.0000,0.0000,0.0000,0.0000,0.0000,0.1031,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4752,0.9121,0.2488,0.0000,0.0000,0.0000,0.1908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0190,0.0813,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue cylinder flip,flip,red Tower, ,blue Cylinder,agent ,yellow Dome, ,0.0000,0.2264,0.4949,0.0000,0.0000,0.7226,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1938,0.0000,0.2577,0.0000,0.3873,0.1869,0.0643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.9792,0.0809,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8436,0.1000
the red sphere roll the yellow dome,roll,red Sphere,agent ,yellow Dome,theme ,purple Cone, ,0.0000,0.2874,0.3961,0.0000,0.0000,0.5908,0.0000,0.0000,0.0000,0.0000,0.9122,0.0000,0.9202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3989,0.5909,0.0000,0.0000,0.9775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9071,0.9954,0.0188,0.0000,0.2416,0.0000,0.0000,0.0000,0.0000,0.3461,0.8079,0.1000
the yellow tower give the blue cube to the red dome,give,red Dome,recipient ,yellow Tower,agent ,blue Cube,theme ,0.0000,0.8018,0.9150,0.0000,0.0000,0.7399,0.0000,0.0000,0.0000,0.0000,0.9976,0.9280,0.9114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,0.7925,0.0000,0.0000,0.4090,0.7951,0.8551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3205,0.0000,0.8986,0.9809,0.9964,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3577,0.3359,0.1000
the red dome roll the green sphere to the blue cone,roll,green Sphere,theme ,red Dome,agent ,blue Cone,recipient ,0.0000,0.4879,0.9072,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.9548,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9902,0.9194,0.3578,0.0000,1.0000,0.0000,0.9958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9876,0.9216,0.1165,0.1627,0.0000,0.0000,0.0000,0.0000,0.0000,0.8320,0.3376,0.3341
the blue cone spin,spin,blue Cone,agent ,purple Cylinder, ,red Cube, ,0.0000,0.6962,0.2034,0.0000,0.0000,0.5071,0.0000,0.0000,0.0000,0.0000,0.0944,0.2997,0.2987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4848,0.0000,0.0000,0.4685,0.2005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0206,0.0813,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9912,0.1000,0.1000
the red dome hop,hop,red Dome,agent ,green Tower, ,blue Cube, ,0.0000,0.2561,0.6136,0.0000,0.0000,0.5126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0931,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2410,0.0000,0.0000,0.4675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0216,0.0808,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the grey cone flip,flip,grey Cone,agent ,green Cube, ,red Dome, ,0.0000,0.8410,0.3300,0.0000,0.0000,0.4876,0.0000,0.0000,0.0000,0.0000,0.1016,0.2992,0.8733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8120,0.0000,0.0000,0.8848,0.4012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0788,0.0187,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8066,0.1000,0.1000
the purple cube spin,spin,purple Cube,agent ,red Tower, ,green Cylinder, ,0.0000,0.1964,0.6959,0.0000,0.0000,0.5004,0.0000,0.0000,0.0000,0.0000,0.0000,0.1027,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6581,0.0000,0.4045,0.6516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0198,0.0194,0.0806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9884,0.1000,0.1000
the yellow cube throw the grey cylinder,throw,green Dome, ,grey Cylinder,theme ,yellow Cube,agent ,0.0000,0.5744,0.3654,0.0000,0.0000,0.5575,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0439,0.5358,0.9839,0.0000,0.9976,0.5263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3018,0.0000,0.0000,0.0000,0.0202,0.9854,0.9224,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3442
the red tower spin,spin,yellow Cone, ,red Tower,agent ,blue Cylinder, ,0.0000,0.1995,0.5040,0.0000,0.0000,0.6955,0.0000,0.0000,0.0000,0.0000,0.2992,0.2951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3324,0.0697,0.0000,0.0000,0.0000,0.0000,0.3395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0202,0.0197,0.0805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9897,0.1000
the blue dome roll the red tower to the yellow cylinder,roll,red Tower,theme ,yellow Cylinder,recipient ,blue Dome,agent ,0.0000,0.8731,0.4985,0.0000,0.0000,0.4089,0.0000,0.0000,0.0000,0.0000,0.2999,0.9354,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5681,0.9172,0.3617,0.0000,0.9824,0.1746,0.9961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9905,0.0217,0.9224,0.3742,0.0000,0.0000,0.2550,0.0000,0.0000,0.9534,0.3380,0.3337
the blue cylinder flip,flip,green Cube, ,blue Cylinder,agent ,grey Tower, ,0.0000,0.0734,0.4989,0.0000,0.0000,0.5736,0.0000,0.0000,0.0000,0.0000,0.9555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3654,0.0000,0.3949,0.3403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0189,0.9792,0.0808,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.7965,0.1000
the green cone flip,flip,grey Dome, ,green Cone,agent ,red Cylinder, ,0.0000,0.8284,0.5025,0.0000,0.0000,0.3350,0.0000,0.0000,0.0000,0.0000,0.7883,0.3000,0.0982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6862,0.1648,0.0025,0.0000,0.1233,0.0000,0.8070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,0.9857,0.0195,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8666,0.1000
the grey cone kick the blue tower to the yellow sphere,kick,yellow Sphere,recipient ,grey Cone,agent ,blue Tower,theme ,0.0000,0.4016,0.9177,0.0000,0.0000,0.4840,0.0000,0.0000,0.0000,0.0000,0.9286,0.9886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9754,0.1511,0.9952,0.0000,0.0000,0.9994,0.9762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,0.9158,0.9726,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3542,0.3458,0.1000
the blue dome kick the red tower,kick,blue Dome,agent ,red Tower,theme ,grey Sphere, ,0.0000,0.4771,0.4060,0.0000,0.0000,0.9044,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9342,0.0000,0.0000,0.9928,0.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9223,0.9737,0.0201,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3424,0.1000,0.1000
the green dome hop,hop,grey Cylinder, ,yellow Sphere, ,green Dome,agent ,0.0000,0.4995,0.5393,0.0000,0.0000,0.8985,0.0000,0.0000,0.0000,0.0000,0.2980,0.7884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2565,0.7665,0.0000,0.0000,0.0000,0.0000,0.8863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,0.0784,0.9935,0.0000,0.0000,0.8203,0.0000,0.0000,0.7214,0.1000,0.1111,0.1000
the yellow cone flip,flip,green Sphere, ,yellow Cone,agent ,purple Cylinder, ,0.0000,0.5502,0.5119,0.0000,0.0000,0.0621,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0811,0.9857,0.0213,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8487,0.1000
the grey cylinder give the purple dome to the yellow cube,give,yellow Cube,recipient ,grey Cylinder,agent ,purple Dome,theme ,0.0000,0.8001,0.9150,0.0000,0.0000,0.7910,0.0000,0.0000,0.0000,0.0000,0.9960,1.0000,0.9419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9998,0.7971,0.0000,0.0000,0.3806,0.7952,0.7519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3205,0.0000,0.9281,0.9796,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3491,0.3508,0.1000
the green cone throw the purple cube,throw,purple Cube,theme ,grey Cylinder, ,green Cone,agent ,0.0000,0.4833,0.5887,0.0000,0.0000,0.3304,0.0000,0.0000,0.0000,0.0000,0.0000,0.7446,0.0761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.0182,0.0000,0.4365,0.0000,0.0000,0.0000,0.0000,0.0000,0.2929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9866,0.0185,0.9083,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.1000,0.1000,0.3396
the red tower throw the purple sphere,throw,purple Sphere,theme ,red Tower,agent ,grey Cone, ,0.0000,0.6059,0.4663,0.0000,0.0000,0.3190,0.0000,0.0000,0.0000,0.0000,0.7300,0.2951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9973,0.1592,0.0000,0.0000,0.0000,0.0303,0.4252,0.0000,0.0000,0.2397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9869,0.8987,0.0193,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.1000,0.3126,0.1000
the red tower hop,hop,red Tower,agent ,green Cube, ,purple Dome, ,0.0000,0.4601,0.7749,0.0000,0.0000,0.4884,0.0000,0.0000,0.0000,0.0000,0.0000,0.1091,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3665,0.0000,0.0000,0.0000,0.1343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0192,0.0784,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red sphere roll the grey tower to the green cylinder,roll,red Sphere,agent ,green Cylinder,recipient ,grey Tower,theme ,0.0000,0.3704,0.4490,0.0000,0.0000,0.8997,0.0000,0.0000,0.0000,0.0000,0.0000,0.5316,0.9479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9939,0.4394,0.9914,0.0000,0.0000,0.9305,0.6422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9150,0.4179,0.9888,0.0000,0.0000,0.2411,0.0000,0.0000,0.2550,0.3359,0.3406,0.9984
the red dome give the blue cube to the purple cone,give,purple Cone,recipient ,blue Cube,theme ,red Dome,agent ,0.0000,0.9150,0.8022,0.0000,0.0000,0.7971,0.0000,0.0000,0.0000,0.0000,1.0000,0.9936,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7967,0.9998,0.7952,0.0000,0.7459,0.0000,0.3516,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3221,0.0000,0.0000,0.0000,0.9338,0.9961,0.9789,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3609,0.1000,0.3320
the purple sphere roll the yellow tower,roll,purple Sphere,agent ,yellow Tower,theme ,grey Cone, ,0.0000,0.4881,0.3929,0.0000,0.0000,0.5603,0.0000,0.0000,0.0000,0.0000,0.8867,0.0000,0.9202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8926,0.0000,0.5341,0.0000,0.2683,0.9635,0.0146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9070,0.9961,0.0197,0.0000,0.4288,0.0000,0.0000,0.3841,0.0000,0.3378,1.0000,0.1000
the yellow cone kick the red cube,kick,grey Cylinder, ,red Cube,theme ,yellow Cone,agent ,0.0000,0.8509,0.3894,0.0000,0.0000,0.4679,0.0000,0.0000,0.0000,0.0000,0.4297,0.9557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7509,0.9679,0.0000,0.0000,0.8260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,0.9732,0.9148,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.3462
