sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38
the blue sphere throw the green cube to the grey cylinder,throw,green Cube,theme ,grey Cylinder,recipient ,blue Sphere,agent ,0.0000,0.9150,0.4725,0.0000,0.0000,0.4370,0.0000,0.0000,0.0000,0.0000,0.2932,0.7696,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9182,0.8156,0.0000,0.9996,0.0000,0.5497,0.0000,0.9947,0.0202,0.9473,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3287,0.3355
the green sphere roll the yellow cone to the grey cube,roll,grey Cube,recipient ,yellow Cone,theme ,green Sphere,agent ,0.0000,0.8939,0.4059,0.0000,0.0000,0.5084,0.0000,0.0000,0.0000,0.0000,0.9821,0.9549,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9958,0.9947,0.0000,0.9951,0.9982,0.1969,0.0000,0.3567,0.9923,0.9287,0.0000,0.4298,0.0000,0.0000,0.4392,0.0000,0.3298,0.8868,0.3526
the blue tower spin,spin,white Sphere, ,blue Tower,agent ,grey Dome, ,0.0000,0.2054,0.4912,0.0000,0.0000,0.7141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4523,0.0000,0.4371,0.4609,0.0000,0.0000,0.0191,0.0220,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9747,0.1000
the white sphere roll the green cone,roll,white Sphere,agent ,green Cone,theme ,blue Cube, ,0.0000,0.4892,0.4012,0.0000,0.0000,0.5013,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4223,0.0000,0.3900,0.9928,0.0000,0.0000,0.9288,0.9961,0.0190,0.0000,0.4310,0.0000,0.0000,0.3852,0.0000,0.3557,0.9977,0.1000
the yellow sphere hop,hop,red Tower, ,blue Cylinder, ,yellow Sphere,agent ,0.0000,0.4950,0.5457,0.0000,0.0000,0.1504,0.0000,0.0000,0.0000,0.0000,0.2999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3014,0.0000,0.0000,0.3145,0.0000,0.0000,0.0806,0.0184,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the blue sphere spin,spin,blue Sphere,agent ,red Tower, ,yellow Cone, ,0.0000,0.1887,0.7000,0.0000,0.0000,0.4886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.2988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7129,0.0000,0.4517,0.7139,0.0000,0.0000,0.0187,0.0190,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9680,0.1000,0.1000
the yellow dome hop,hop,yellow Dome,agent ,red Cube, ,blue Tower, ,0.0000,-0.1173,0.3732,0.0000,0.0000,0.4973,0.0000,0.0000,0.0000,0.0000,0.2994,0.0916,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3609,0.4448,0.0000,0.0000,0.0000,0.0000,0.2562,0.0000,0.9915,0.0191,0.0803,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red cube throw the green cylinder to the yellow tower,throw,yellow Tower,recipient ,red Cube,agent ,green Cylinder,theme ,0.0000,0.4484,0.9150,0.0000,0.0000,0.5110,0.0000,0.0000,0.0000,0.0000,0.9703,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,0.8186,0.4184,0.0000,0.0000,0.7952,0.9425,0.0000,0.0211,0.9438,0.9955,0.0000,0.0000,0.6323,0.0000,0.0000,0.6053,0.3456,0.3458,0.1000
the white cone roll the blue cube to the red dome,roll,red Dome,recipient ,white Cone,agent ,blue Cube,theme ,0.0000,0.3781,0.8971,0.0000,0.0000,0.4772,0.0000,0.0000,0.0000,0.0000,0.9318,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9841,0.0000,0.9985,0.0000,0.3358,0.9682,0.9904,0.0000,0.4767,0.9067,0.9903,0.0000,0.0000,0.4299,0.0000,0.0000,0.3842,0.3443,0.3458,0.8849
the white tower kick the green cylinder,kick,red Dome, ,white Tower,agent ,green Cylinder,theme ,0.0000,0.3925,0.9115,0.0000,0.0000,0.4638,0.0000,0.0000,0.0000,0.0000,0.9263,0.7059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9728,0.0000,0.0000,0.0000,0.0000,0.1708,0.9687,0.0000,0.0188,0.9156,0.9733,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3336,0.1000
the blue tower roll the yellow sphere to the white cylinder,roll,white Cylinder,recipient ,yellow Sphere,theme ,blue Tower,agent ,0.0000,0.9094,0.3987,0.0000,0.0000,0.4774,0.0000,0.0000,0.0000,0.0000,1.0000,0.9484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9926,0.7476,0.0000,0.9517,0.9986,0.9124,0.0000,0.0188,0.9920,0.9220,0.0000,0.4276,0.0000,0.0000,0.3846,0.0000,0.3347,0.9942,0.3538
the grey cylinder throw the white tower,throw,white Tower,theme ,green Cube, ,grey Cylinder,agent ,0.0000,0.9087,0.5235,0.0000,0.0000,0.4404,0.0000,0.0000,0.0000,0.0000,0.2959,0.7676,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2150,0.9933,0.7106,0.0000,0.9601,0.0000,0.0000,0.0000,0.9848,0.1194,0.9478,0.6323,0.0000,0.0000,0.6051,0.0000,0.0000,0.0000,0.1900,0.3540
the green sphere give the yellow cone to the blue dome,give,blue Dome,recipient ,green Sphere,agent ,yellow Cone,theme ,0.0000,0.8028,0.9150,0.0000,0.0000,0.8061,0.0000,0.0000,0.0000,0.0000,0.9945,1.0000,0.9576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,0.7962,0.0000,0.0000,0.2875,0.7952,0.7399,0.0000,0.9442,0.9768,0.9962,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3983,0.3381,0.1000
the grey cone roll the red tower,roll,grey Cone,agent ,red Tower,theme ,blue Dome, ,0.0000,0.4202,0.4084,0.0000,0.0000,0.7900,0.0000,0.0000,0.0000,0.0000,0.9461,0.0000,0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679,0.2316,0.7672,0.0000,0.9194,0.9948,0.0000,0.0000,0.9156,0.9961,0.0208,0.0000,0.3735,0.0000,0.0000,0.3237,0.0000,0.3385,0.9071,0.1000
the yellow dome kick the blue cylinder to the grey cone,kick,grey Cone,recipient ,yellow Dome,agent ,blue Cylinder,theme ,0.0000,0.3981,0.9117,0.0000,0.0000,0.4864,0.0000,0.0000,0.0000,0.0000,0.9237,0.9903,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9864,0.3931,0.9973,0.0000,0.0000,0.9975,0.9873,0.0000,0.0204,0.9220,0.9842,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3419,0.3440,0.1000
the grey cone kick the yellow cube,kick,yellow Cube,theme ,blue Tower, ,grey Cone,agent ,0.0000,0.4930,0.5904,0.0000,0.0000,0.3944,0.0000,0.0000,0.0000,0.0000,0.0000,0.9496,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3873,0.0160,0.0000,0.9905,0.0000,0.0000,0.0000,0.9764,0.0191,0.9158,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.3419
the grey tower give the white sphere to the blue cube,give,blue Cube,recipient ,grey Tower,agent ,white Sphere,theme ,0.0000,0.8032,0.9150,0.0000,0.0000,0.8295,0.0000,0.0000,0.0000,0.0000,0.9897,1.0000,0.9750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7952,0.1606,0.0000,0.0987,0.7952,0.7407,0.0000,0.9599,0.9699,0.9960,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3315,0.3571,0.1000
the blue sphere roll the yellow cone,roll,grey Cylinder, ,blue Sphere,agent ,yellow Cone,theme ,0.0000,0.4080,0.5178,0.0000,0.0000,0.5432,0.0000,0.0000,0.0000,0.0000,0.9212,0.0805,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9763,0.0000,0.3136,0.0000,0.0000,0.0000,0.4372,0.0000,0.0198,0.9292,0.9959,0.0000,0.0000,0.4283,0.0000,0.0000,0.4389,0.1000,0.3515,0.9999
the white cylinder kick the grey cone to the yellow sphere,kick,grey Cone,theme ,white Cylinder,agent ,yellow Sphere,recipient ,0.0000,0.4703,0.9249,0.0000,0.0000,0.3952,0.0000,0.0000,0.0000,0.0000,0.9497,0.0000,0.9788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9968,0.9997,0.0044,0.0000,0.9993,0.0000,0.9967,0.0000,0.9735,0.9152,0.1162,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3546,0.3525
the grey cube spin,spin,green Tower, ,grey Cube,agent ,blue Dome, ,0.0000,0.7133,0.4861,0.0000,0.0000,0.1996,0.0000,0.0000,0.0000,0.0000,0.0000,0.2995,0.1045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1691,0.0650,0.0902,0.0000,0.0740,0.0000,0.1853,0.0000,0.0788,0.0215,0.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the grey cylinder give the yellow cube to the green dome,give,yellow Cube,theme ,green Dome,recipient ,grey Cylinder,agent ,0.0000,0.9150,0.7624,0.0000,0.0000,0.8024,0.0000,0.0000,0.0000,0.0000,1.0000,0.7896,0.9279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,0.7945,0.7941,0.0000,0.9999,0.2107,0.0000,0.0000,0.9961,0.9487,0.9770,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3372,0.3595
the green tower hop,hop,white Dome, ,green Tower,agent ,yellow Cube, ,0.0000,-0.1110,0.5025,0.0000,0.0000,0.3681,0.0000,0.0000,0.0000,0.0000,0.0000,0.2976,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.9915,0.0798,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue cylinder spin,spin,blue Cylinder,agent ,white Sphere, ,yellow Cone, ,0.0000,0.7025,0.2085,0.0000,0.0000,0.5060,0.0000,0.0000,0.0000,0.0000,0.1046,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4385,0.0000,0.0000,0.4471,0.1933,0.0000,0.0210,0.0804,0.0207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9804,0.1000,0.1000
the green dome kick the red sphere to the yellow cube,kick,red Sphere,theme ,green Dome,agent ,yellow Cube,recipient ,0.0000,0.4796,0.9142,0.0000,0.0000,0.3938,0.0000,0.0000,0.0000,0.0000,0.9202,0.2996,0.5938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9869,0.9984,0.0000,0.0000,0.9972,0.2653,0.9862,0.0000,0.9748,0.9069,0.0202,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3513,0.3362
the grey cylinder kick the red cone,kick,grey Cylinder,agent ,red Cone,theme ,yellow Dome, ,0.0000,0.4980,0.4025,0.0000,0.0000,0.7441,0.0000,0.0000,0.0000,0.0000,1.0000,0.2998,0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6212,0.3431,0.7081,0.0000,0.0000,0.9863,0.2805,0.0000,0.9156,0.9742,0.0197,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3275,0.1000,0.1000
the blue cone spin,spin,grey Tower, ,blue Cone,agent ,yellow Cube, ,0.0000,0.7020,0.5021,0.0000,0.0000,0.2041,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.1016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7579,0.0000,0.0000,0.0000,0.0000,0.5064,0.7618,0.0000,0.0813,0.0217,0.0191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the green dome roll the white cone,roll,white Cone,theme ,green Dome,agent ,yellow Tower, ,0.0000,0.4358,0.5439,0.0000,0.0000,0.3973,0.0000,0.0000,0.0000,0.0000,0.9202,0.2999,0.0970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4626,0.8804,0.6097,0.0000,0.4260,0.0000,0.9698,0.0000,0.9956,0.9076,0.0208,0.3755,0.0000,0.0000,0.3237,0.0000,0.0000,0.8749,0.3352,0.1000
the blue cube hop,hop,grey Dome, ,blue Cube,agent ,red Cone, ,0.0000,-0.1499,0.5139,0.0000,0.0000,0.3295,0.0000,0.0000,0.0000,0.0000,0.2954,0.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2373,0.0000,0.2957,0.1565,0.0000,0.0000,0.0210,0.9915,0.0818,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow cube hop,hop,yellow Cube,agent ,white Cylinder, ,blue Sphere, ,0.0000,0.1143,0.5161,0.0000,0.0000,0.5014,0.0000,0.0000,0.0000,0.0000,0.0000,0.1007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2473,0.5368,0.0000,0.0000,0.0331,0.0000,0.0000,0.0000,0.9915,0.0201,0.0802,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue sphere hop,hop,blue Sphere,agent ,grey Cube, ,green Cone, ,0.0000,0.6869,0.3485,0.0000,0.0000,0.4976,0.0000,0.0000,0.0000,0.0000,0.1030,0.2997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1078,0.0811,0.0000,0.0000,0.9915,0.0785,0.0210,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the green cone throw the grey sphere,throw,grey Sphere,theme ,red Tower, ,green Cone,agent ,0.0000,0.7633,0.4989,0.0000,0.0000,0.4205,0.0000,0.0000,0.0000,0.0000,0.0000,0.7592,0.2037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9982,0.0754,0.0000,0.7324,0.0000,0.4329,0.0000,0.9831,0.0191,0.9387,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3530
the white sphere flip,flip,grey Cone, ,white Sphere,agent ,blue Dome, ,0.0000,0.7952,0.4937,0.0000,0.0000,0.2963,0.0000,0.0000,0.0000,0.0000,1.0000,0.2993,0.1060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5173,0.0000,0.0000,0.0000,0.0000,0.0891,0.6618,0.0000,0.0806,0.9793,0.0181,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8666,0.1000
the blue cone roll the white cube,roll,yellow Sphere, ,blue Cone,agent ,white Cube,theme ,0.0000,0.4130,0.4277,0.0000,0.0000,0.5422,0.0000,0.0000,0.0000,0.0000,0.9437,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9871,0.8610,0.0000,0.0000,0.0994,0.4040,0.2647,0.0000,0.0211,0.9220,0.9957,0.0000,0.0000,0.3755,0.0000,0.0000,0.2553,0.1000,0.3465,0.9946
the yellow cylinder kick the white dome,kick,yellow Cylinder,agent ,white Dome,theme ,blue Sphere, ,0.0000,0.5411,0.4018,0.0000,0.0000,0.6094,0.0000,0.0000,0.0000,0.0000,1.0000,0.2986,0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3453,0.5124,0.0000,0.9018,0.9653,0.0000,0.0000,0.9155,0.9750,0.0197,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3594,0.1000,0.1000
the red cone roll the grey sphere to the blue dome,roll,blue Dome,recipient ,red Cone,agent ,grey Sphere,theme ,0.0000,0.3851,0.9121,0.0000,0.0000,0.4581,0.0000,0.0000,0.0000,0.0000,0.9511,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9794,0.0000,0.9987,0.0000,0.8962,0.8065,0.9519,0.0000,0.5759,0.9214,0.9791,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.3386,0.3488,0.8862
the white cone roll the yellow dome to the blue sphere,roll,yellow Dome,theme ,blue Sphere,recipient ,white Cone,agent ,0.0000,0.9119,0.4538,0.0000,0.0000,0.3811,0.0000,0.0000,0.0000,0.0000,1.0000,0.9282,0.7667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7514,0.9655,0.0000,0.0000,0.9978,0.9054,0.9954,0.0000,0.9809,0.5765,0.9153,0.2427,0.0000,0.0000,0.0000,0.0000,0.0000,0.8628,0.3495,0.3352
the grey tower roll the white cylinder,roll,grey Tower,agent ,white Cylinder,theme ,blue Cube, ,0.0000,0.5143,0.4148,0.0000,0.0000,0.6009,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.9419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2299,0.0000,0.5435,0.0000,0.2601,0.9851,0.8552,0.0000,0.9286,0.9938,0.0206,0.0000,0.4286,0.0000,0.0000,0.4409,0.0000,0.3482,0.9998,0.1000
the green tower kick the grey sphere,kick,green Tower,agent ,grey Sphere,theme ,yellow Cylinder, ,0.0000,0.5328,0.3947,0.0000,0.0000,0.6185,0.0000,0.0000,0.0000,0.0000,0.0960,0.0000,0.9441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5706,0.0000,0.1163,0.9952,0.0000,0.0000,0.9076,0.9750,0.0195,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3575,0.1000,0.1000
the grey cylinder kick the red sphere,kick,red Sphere,theme ,green Dome, ,grey Cylinder,agent ,0.0000,0.6072,0.5397,0.0000,0.0000,0.3989,0.0000,0.0000,0.0000,0.0000,0.0000,0.9441,0.1228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2915,0.5296,0.0000,0.0000,0.9830,0.0000,0.0000,0.0000,0.9751,0.0205,0.9074,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.3298
the yellow dome give the white cube to the blue tower,give,white Cube,theme ,yellow Dome,agent ,blue Tower,recipient ,0.0000,0.8325,0.9150,0.0000,0.0000,0.8033,0.0000,0.0000,0.0000,0.0000,0.7836,1.0000,0.5462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7426,0.7952,0.0730,0.0000,0.1844,0.7952,1.0000,0.0000,0.9961,0.9703,0.9656,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3444,0.3361
the blue cone kick the grey cylinder,kick,grey Cylinder,theme ,blue Cone,agent ,white Dome, ,0.0000,0.4770,0.8260,0.0000,0.0000,0.3965,0.0000,0.0000,0.0000,0.0000,0.9419,0.2996,0.1021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8194,0.9555,0.1709,0.0000,0.3462,0.0000,0.9947,0.0000,0.9736,0.9289,0.0187,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3454,0.1000
the grey cone flip,flip,green Dome, ,yellow Cube, ,grey Cone,agent ,0.0000,0.4953,0.3265,0.0000,0.0000,0.8217,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6761,0.3803,0.0000,0.4960,0.3174,0.1373,0.0000,0.0180,0.0810,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the blue dome roll the grey cube,roll,grey Cube,theme ,blue Dome,agent ,white Tower, ,0.0000,0.5239,0.5117,0.0000,0.0000,0.4041,0.0000,0.0000,0.0000,0.0000,0.9592,0.0000,0.9320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4405,0.0000,0.0000,0.0000,0.3407,0.0000,0.9739,0.0000,0.9962,0.9281,0.0187,0.3118,0.0000,0.0000,0.2557,0.0000,0.0000,1.0000,0.3573,0.1000
the white sphere hop,hop,red Tower, ,blue Dome, ,white Sphere,agent ,0.0000,0.5008,0.9291,0.0000,0.0000,0.5362,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1310,0.0000,0.0000,0.0000,0.8680,0.3043,0.1745,0.0000,0.0819,0.0181,0.9919,0.0000,0.0000,0.8203,0.0000,0.0000,0.7214,0.1271,0.1000,0.1000
the red cone spin,spin,red Cone,agent ,blue Cylinder, ,green Sphere, ,0.0000,0.6902,0.2013,0.0000,0.0000,0.5108,0.0000,0.0000,0.0000,0.0000,0.0921,0.2997,0.2981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3405,0.3616,0.0000,0.0000,0.3750,0.0000,0.0000,0.0000,0.0191,0.0809,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9855,0.1000,0.1000
the white sphere flip,flip,white Sphere,agent ,yellow Dome, ,blue Cylinder, ,0.0000,0.6176,0.1313,0.0000,0.0000,0.5080,0.0000,0.0000,0.0000,0.0000,0.1047,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.1409,0.0000,0.9792,0.0810,0.0206,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8844,0.1000,0.1000
the white cylinder hop,hop,white Cylinder,agent ,green Cube, ,red Cone, ,0.0000,0.7401,0.2763,0.0000,0.0000,0.5038,0.0000,0.0000,0.0000,0.0000,0.1030,0.2995,0.0751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1094,0.0000,0.0000,0.2433,0.1645,0.0000,0.0000,0.9841,0.0791,0.0216,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.1000
the blue dome flip,flip,white Cube, ,blue Dome,agent ,grey Cylinder, ,0.0000,0.1454,0.5104,0.0000,0.0000,0.6164,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0212,0.9857,0.0809,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8486,0.1000
the yellow cone hop,hop,grey Tower, ,green Dome, ,yellow Cone,agent ,0.0000,0.5166,0.4976,0.0000,0.0000,0.0911,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3114,0.0000,0.0000,0.1950,0.0000,0.0000,0.0814,0.0219,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the yellow cube throw the blue dome to the grey tower,throw,grey Tower,recipient ,yellow Cube,agent ,blue Dome,theme ,0.0000,0.4429,0.9150,0.0000,0.0000,0.4423,0.0000,0.0000,0.0000,0.0000,0.9733,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9975,0.8219,0.0000,0.0000,0.2208,0.7952,0.9121,0.0000,0.0208,0.9485,0.9965,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3481,0.3392,0.1000
the grey dome flip,flip,blue Cone, ,grey Dome,agent ,green Cylinder, ,0.0000,0.6144,0.5181,0.0000,0.0000,0.1430,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3033,0.0000,0.0000,0.0817,0.9857,0.0219,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8485,0.1000
the white tower flip,flip,white Tower,agent ,grey Sphere, ,red Cube, ,0.0000,0.8311,0.3321,0.0000,0.0000,0.5010,0.0000,0.0000,0.0000,0.0000,0.0960,0.3000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9817,0.0000,0.0000,0.9773,0.0946,0.0000,0.9857,0.0818,0.0183,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8065,0.1000,0.1000
the blue dome throw the green tower,throw,blue Dome,agent ,red Cube, ,green Tower,theme ,0.0000,0.3576,0.5704,0.0000,0.0000,0.5400,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4955,0.0000,0.0296,0.9970,0.0000,0.0000,0.9228,0.0192,0.9859,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3649,0.1000,0.0000
the grey cube throw the blue dome,throw,blue Dome,theme ,white Cylinder, ,grey Cube,agent ,0.0000,0.8883,0.4847,0.0000,0.0000,0.4419,0.0000,0.0000,0.0000,0.0000,0.2944,0.7667,0.4018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8109,0.9977,0.1854,0.0000,0.8750,0.0000,0.4995,0.0000,0.9826,0.0218,0.9442,0.6323,0.0000,0.0000,0.7084,0.0000,0.0000,0.0000,0.1000,0.3491
the green cylinder spin,spin,green Cylinder,agent ,yellow Dome, ,red Tower, ,0.0000,0.6997,0.2094,0.0000,0.0000,0.5097,0.0000,0.0000,0.0000,0.0000,0.0999,0.2996,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2358,0.0000,0.0212,0.0813,0.0207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9892,0.1000,0.1000
the yellow dome spin,spin,yellow Dome,agent ,white Cone, ,grey Sphere, ,0.0000,0.7013,0.2079,0.0000,0.0000,0.5067,0.0000,0.0000,0.0000,0.0000,0.1011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1917,0.1883,0.0672,0.0000,0.1862,0.0707,0.0000,0.0000,0.0196,0.0794,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the red tower roll the yellow cube,roll,red Tower,agent ,yellow Cube,theme ,white Sphere, ,0.0000,0.5296,0.3953,0.0000,0.0000,0.5089,0.0000,0.0000,0.0000,0.0000,0.5094,0.2995,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2941,0.4083,0.0000,0.0000,0.9918,0.7733,0.0000,0.9222,0.9948,0.0194,0.0000,0.4788,0.0000,0.0000,0.4895,0.0000,0.3293,0.9146,0.1000
